,Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
1473,GCS_403,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,471,Microcontrollers for Mechatronics,"Hands-on project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Courses,Course-integrated,,3.0
1474,GCS_404,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,472,Mechatronics and Automation,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
1475,GCS_405,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,473,Control System Design,"Lab project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Courses,Course-integrated,,3.0
1476,GCS_406,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,474,Mechatronics,"Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,3.0
1477,GCS_407,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,490A,"Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)","design, simulation or experimental capstone design project",,Course-integrated,,3.0
1478,GCS_408,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6011,Analysis and Design of Pneumatic Systems,A project on selected topics is required,Courses,Course-integrated,,4.0
1479,GCS_409,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6021,Design of Industrial Control Systems,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
1480,GCS_410,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6041,Virtual Systems Engineering,A project is required,Courses,Course-integrated,,33.0
1481,GCS_411,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6051,Process Dynamics and Control,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
1482,GCS_412,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6061,Analysis and Design of Hydraulic Control Systems,A projects on selected topics is required,Courses,Course-integrated,,3.0
1483,GCS_413,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6081,Fuel Control Systems for Combustion Engines,Demonstration in lab,Courses,Course-integrated,,3.0
1484,GCS_414,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6091,Flight Control Systems,"Flight simulation, Projects on selected topics are required",Courses,Course-integrated,,3.0
1485,GCS_415,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6101,Kinetic Theory of Gases,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
1486,GCS_416,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6111,Gas Dynamics,A project on specific applications is required,Courses,Course-integrated,,3.0
1487,GCS_417,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6121,Aerodynamics,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
1488,GCS_418,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6131,Conduction and Radiation Heat Transfer,A project on selected topics is required,Courses,Course-integrated,,69.0
1489,GCS_419,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6141,Heat Exchanger Design,A project on selected topics is required,Courses,Course-integrated,,9.0
1490,GCS_420,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6161,Gas Turbine Design,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
1491,GCS_421,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6171,Turbomachinery and Propulsion,Projects on selected topics are required,Courses,Course-integrated,,3.0
1492,GCS_422,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6181,"Heating, Air Conditioning and Ventilation",A project on selected applications is required,Courses,Course-integrated,,3.0
1493,GCS_423,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6191,Combustion,Projects on selected topics are required,Courses,Course-integrated,,3.0
1494,GCS_424,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6231,Helicopter Flight Dynamics,Case studies and projects on selected topics are required,Courses,Course-integrated,,3.0
1495,GCS_425,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6241,Operational Performance of Aircraft,Projects on selected topics are required,Courses,Course-integrated,,3.0
1496,GCS_426,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6251,Space Flight Mechanics and Propulsion Systems,A project is required,Courses,Course-integrated,,3.0
1497,GCS_427,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6301,Vibration Problems in Rotating Machinery,Projects on selected applications are required,Courses,Course-integrated,,3.0
1498,GCS_428,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6311,Noise and Vibration Control,Projects on selected applications are required,Courses,Course-integrated,,3.0
1499,GCS_429,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6321,Optimum Design of Mechanical Systems,An optimization project on selected topics is required,Courses,Course-integrated,,3.0
1500,GCS_430,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6341,Engineering Analysis of Smart Materials and Structures,A project is required,Courses,Course-integrated,,3.0
1501,GCS_431,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6351,Modal Analysis of Mechanical Systems,Projects on selected applications are required,Courses,Course-integrated,,3.0
1502,GCS_432,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6361,Mechanics of Biological Tissues,A project on current topic is required,Courses,Course-integrated,,3.0
1503,GCS_433,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6421,Metal Machining and Surface Technology,A project on selected topics is required,Courses,Course-integrated,,3.0
1504,GCS_434,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6431,"Introduction to Tribology (Wear, Friction and Lubrication)",A project on specific topic or applications is required,Courses,Course-integrated,,72.0
1505,GCS_435,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6441,Stress Analysis in Mechanical Design,"Case studies, and project from selected applications are required",Courses,Course-integrated,,3.0
1506,GCS_436,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6451,Computer-Aided Mechanical Design,A project is required,Courses,Course-integrated,,3.0
1507,GCS_437,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6481,Aeroelasticity,A project on specific applications is required,Courses,Course-integrated,,3.0
1508,GCS_438,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6491,Engineering Metrology and Measurement Systems,A project is required,Courses,Course-integrated,,3.0
1509,GCS_439,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6501,Advanced Materials,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
1510,GCS_440,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6511,Mechanical Forming of Metals,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
1511,GCS_441,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6521,Manufacturing of Composites,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
1512,GCS_442,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6531,Casting,A project on current research topic and selected applications is required,Courses,Course-integrated,,3.0
1513,GCS_443,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6541,Joining Processes and Nondestructive Testing,A project on current research topic or selected applications is required,Courses,Course-integrated,,3.0
1514,GCS_444,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6551,Fracture,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
1515,GCS_445,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6561,High Strength Materials,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
1516,GCS_446,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6571,Corrosion and Oxidation of Metals,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
1517,GCS_447,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6581,Mechanical Behaviour of Polymer Composite Materials,Projects on selected applications are required,Courses,Course-integrated,,4.0
1518,GCS_448,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6601,Testing and Evaluation of Polymer Composite Materials and Structures,A project on selected topics of current interest is required,Courses,Course-integrated,,4.0
1519,GCS_449,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6611,Numerically Controlled Machines,A design project on multi-surface machine parts is required,Courses,Course-integrated,,4.0
1520,GCS_450,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6621,Microprocessors and Applications,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
1521,GCS_451,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6631,Industrial Automation,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
1522,GCS_452,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6641,Engineering Fracture Mechanics and Fatigue,A case study or project on selected applications is required,Courses,Course-integrated,,4.0
1523,GCS_453,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6651,Structural Composite,A project on selected applications is required,Courses,Course-integrated,,4.0
1524,GCS_454,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6661,Thermodynamics and Phase Equilibria of Materials,A project is required,Courses,Course-integrated,,4.0
1525,GCS_455,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6671,Finite Element Method in Machine Design,A case study or project on selected applications is required,Courses,Course-integrated,,4.0
1526,GCS_456,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6681,Dynamics and Control of Nonholonomic Systems,A project is required,Courses,Course-integrated,,4.0
1527,GCS_457,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6691,Optical Microsystems,A project is required,Courses,Course-integrated,,4.0
1528,GCS_458,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6741,Mechatronics,A project is required,Courses,Course-integrated,,4.0
1529,GCS_459,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6751,Vehicle Dynamics,A project on research topics is required,Courses,Course-integrated,,4.0
1530,GCS_460,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6761,Vehicular Internal Combustion Engines,"Modelling, Simulation, Demonstration in lab",Courses,Course-integrated,,4.0
1531,GCS_461,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6771,Driverless Ground Vehicles,A project on selected topics is required,Courses,Course-integrated,,4.0
1532,GCS_462,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6781,Guided Vehicle Systems,A project on selected topics is an integral part of the course,Courses,Course-integrated,,4.0
1533,GCS_463,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7011,Dynamics of Hydraulic Control Systems,Projects on selected topics are required,Courses,Course-integrated,,4.0
1534,GCS_464,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7101,Convection Heat Transfer,Project or term paper required,Courses,Course-integrated,,1.0
1535,GCS_465,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7501,Design Using Composite Materials,A project on selected topics is required,Courses,Course-integrated,,3.0
1536,GCS_466,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7511,Vehicle Vibration and Control,Projects on selected applications are required,Courses,Course-integrated,,3.0
1537,GCS_467,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7711,Handling and Stability of Road Vehicles,Project on selected topics is an integral part of the course,Courses,Course-integrated,,6.0
1539,GCS_469,GCS,"Building, Civil and Environmental Engineering (BCEE)",Engineering,Undergraduate,Bachelor,ENGR,107,Engineering Industrial Experience Work Term I,Industrial experience work term,Internships,Work-integrated,,3.0
